|dates|Knox_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Ohio_UnitedStates.Male_Total_Population.data|Knox_Ohio_UnitedStates.Male_Total_Population.missing|Knox_Ohio_UnitedStates.Female_Total_Population.data|Knox_Ohio_UnitedStates.Female_Total_Population.missing|Knox_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11231.0|0|30310.0|0|31583.0|0|14061.0|0
