|dates|Cedar_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cedar_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cedar_Iowa_UnitedStates.Male_Total_Population.data|Cedar_Iowa_UnitedStates.Male_Total_Population.missing|Cedar_Iowa_UnitedStates.Female_Total_Population.data|Cedar_Iowa_UnitedStates.Female_Total_Population.missing|Cedar_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Cedar_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3670.0|0|9271.0|0|9356.0|0|4117.0|0
