|dates|Beaver_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaver_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaver_Utah_UnitedStates.Male_Total_Population.data|Beaver_Utah_UnitedStates.Male_Total_Population.missing|Beaver_Utah_UnitedStates.Female_Total_Population.data|Beaver_Utah_UnitedStates.Female_Total_Population.missing|Beaver_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Beaver_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|948.0|0|3361.0|0|3219.0|0|2119.0|0
