|dates|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dauphin_Pennsylvania_UnitedStates.Male_Total_Population.data|Dauphin_Pennsylvania_UnitedStates.Male_Total_Population.missing|Dauphin_Pennsylvania_UnitedStates.Female_Total_Population.data|Dauphin_Pennsylvania_UnitedStates.Female_Total_Population.missing|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Dauphin_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|47002.0|0|134218.0|0|142879.0|0|62355.0|0
