|dates|Caroline_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Caroline_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Caroline_Maryland_UnitedStates.Male_Total_Population.data|Caroline_Maryland_UnitedStates.Male_Total_Population.missing|Caroline_Maryland_UnitedStates.Female_Total_Population.data|Caroline_Maryland_UnitedStates.Female_Total_Population.missing|Caroline_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Caroline_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5410.0|0|16326.0|0|16978.0|0|7907.0|0
