|dates|Archer_Texas_UnitedStates.JHU_ConfirmedCases.data|Archer_Texas_UnitedStates.JHU_ConfirmedCases.missing|Archer_Texas_UnitedStates.NYT_ConfirmedCases.data|Archer_Texas_UnitedStates.NYT_ConfirmedCases.missing|Archer_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Archer_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Archer_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Archer_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|958.0|0|0.0|100|13.0|0|0.0|100
