|dates|Staunton_Virginia_UnitedStates.BLS_EmployedPopulation.data|Staunton_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Staunton_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Staunton_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Staunton_Virginia_UnitedStates.BLS_UnemploymentRate.data|Staunton_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Staunton_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Staunton_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-02|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-03|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-04|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-05|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-06|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-07|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-08|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-09|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-10|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-11|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-12|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-13|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-14|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-15|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-16|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-17|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-18|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-19|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-20|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-21|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-22|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-23|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-24|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-25|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-26|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-27|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-28|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-29|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-30|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-01-31|12059.5|0|348.0|0|2.8047551883941164|0|12407.5|0
0|2020-02-01|12181.0|0|315.0|0|2.520806658130602|0|12496.0|0
0|2020-02-02|12181.0|0|315.0|0|2.520806658130602|0|12496.0|0
0|2020-02-03|12181.0|0|315.0|0|2.520806658130602|0|12496.0|0
