|dates|Macon_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Macon_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Macon_NorthCarolina_UnitedStates.Male_Total_Population.data|Macon_NorthCarolina_UnitedStates.Male_Total_Population.missing|Macon_NorthCarolina_UnitedStates.Female_Total_Population.data|Macon_NorthCarolina_UnitedStates.Female_Total_Population.missing|Macon_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Macon_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10056.0|0|17116.0|0|18169.0|0|6590.0|0
