|dates|Hall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hall_Georgia_UnitedStates.Male_Total_Population.data|Hall_Georgia_UnitedStates.Male_Total_Population.missing|Hall_Georgia_UnitedStates.Female_Total_Population.data|Hall_Georgia_UnitedStates.Female_Total_Population.missing|Hall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Hall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30106.0|0|100538.0|0|101610.0|0|51265.0|0
