|dates|Lumpkin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lumpkin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lumpkin_Georgia_UnitedStates.Male_Total_Population.data|Lumpkin_Georgia_UnitedStates.Male_Total_Population.missing|Lumpkin_Georgia_UnitedStates.Female_Total_Population.data|Lumpkin_Georgia_UnitedStates.Female_Total_Population.missing|Lumpkin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Lumpkin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5786.0|0|16335.0|0|16620.0|0|5798.0|0
