|dates|Clay_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Minnesota_UnitedStates.Male_Total_Population.data|Clay_Minnesota_UnitedStates.Male_Total_Population.missing|Clay_Minnesota_UnitedStates.Female_Total_Population.data|Clay_Minnesota_UnitedStates.Female_Total_Population.missing|Clay_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8413.0|0|31670.0|0|32285.0|0|15804.0|0
