|dates|Sabine_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sabine_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sabine_Texas_UnitedStates.Male_Total_Population.data|Sabine_Texas_UnitedStates.Male_Total_Population.missing|Sabine_Texas_UnitedStates.Female_Total_Population.data|Sabine_Texas_UnitedStates.Female_Total_Population.missing|Sabine_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Sabine_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3234.0|0|5213.0|0|5376.0|0|1983.0|0
