|dates|Johnson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Missouri_UnitedStates.Male_Total_Population.data|Johnson_Missouri_UnitedStates.Male_Total_Population.missing|Johnson_Missouri_UnitedStates.Female_Total_Population.data|Johnson_Missouri_UnitedStates.Female_Total_Population.missing|Johnson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6790.0|0|27578.0|0|26074.0|0|11436.0|0
