|dates|Tompkins_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tompkins_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tompkins_NewYork_UnitedStates.Male_Total_Population.data|Tompkins_NewYork_UnitedStates.Male_Total_Population.missing|Tompkins_NewYork_UnitedStates.Female_Total_Population.data|Tompkins_NewYork_UnitedStates.Female_Total_Population.missing|Tompkins_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Tompkins_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14900.0|0|50524.0|0|52269.0|0|15006.0|0
