|dates|Lapeer_Michigan_UnitedStates.BLS_EmployedPopulation.data|Lapeer_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Lapeer_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Lapeer_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Lapeer_Michigan_UnitedStates.BLS_UnemploymentRate.data|Lapeer_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Lapeer_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Lapeer_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-02|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-03|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-04|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-05|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-06|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-07|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-08|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-09|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-10|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-11|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-12|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-13|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-14|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-15|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-16|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-17|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-18|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-19|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-20|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-21|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-22|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-23|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-24|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-25|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-26|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-27|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-28|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
0|2020-01-29|38794.5|0|2779.0|0|6.684546646301129|0|41573.5|0
