|dates|Douglas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Nebraska_UnitedStates.Male_Total_Population.data|Douglas_Nebraska_UnitedStates.Male_Total_Population.missing|Douglas_Nebraska_UnitedStates.Female_Total_Population.data|Douglas_Nebraska_UnitedStates.Female_Total_Population.missing|Douglas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73752.0|0|279878.0|0|287002.0|0|145250.0|0
