|dates|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Calhoun_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|532.0|0|0.0|100|7.0|0|0.0|100
