|dates|Washington_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Alabama_UnitedStates.Male_Total_Population.data|Washington_Alabama_UnitedStates.Male_Total_Population.missing|Washington_Alabama_UnitedStates.Female_Total_Population.data|Washington_Alabama_UnitedStates.Female_Total_Population.missing|Washington_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3130.0|0|8055.0|0|8323.0|0|3604.0|0
