|dates|Jennings_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jennings_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jennings_Indiana_UnitedStates.Male_Total_Population.data|Jennings_Indiana_UnitedStates.Male_Total_Population.missing|Jennings_Indiana_UnitedStates.Female_Total_Population.data|Jennings_Indiana_UnitedStates.Female_Total_Population.missing|Jennings_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jennings_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4539.0|0|13837.0|0|13774.0|0|6361.0|0
