|dates|Brown_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Ohio_UnitedStates.Male_Total_Population.data|Brown_Ohio_UnitedStates.Male_Total_Population.missing|Brown_Ohio_UnitedStates.Female_Total_Population.data|Brown_Ohio_UnitedStates.Female_Total_Population.missing|Brown_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7862.0|0|21616.0|0|21986.0|0|9944.0|0
