|dates|Logan_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Logan_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Logan_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Logan_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Logan_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Logan_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Logan_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Logan_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-02|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-03|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-04|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-05|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-06|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-07|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-08|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-09|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-10|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-11|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-12|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-13|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-14|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-15|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-16|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-17|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-18|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-19|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-20|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-21|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-22|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-23|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-24|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-25|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-26|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-27|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-28|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-29|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-30|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-01-31|21544.5|0|648.0|0|2.919905373436972|0|22192.5|0
0|2020-02-01|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-02|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-03|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-04|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-05|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-06|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-07|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-08|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-09|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-10|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-11|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-12|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-13|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-14|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-15|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-16|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-17|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-18|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
0|2020-02-19|21684.5|0|612.0|0|2.7448254210302063|0|22296.5|0
