|dates|Colquitt_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colquitt_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colquitt_Georgia_UnitedStates.Male_Total_Population.data|Colquitt_Georgia_UnitedStates.Male_Total_Population.missing|Colquitt_Georgia_UnitedStates.Female_Total_Population.data|Colquitt_Georgia_UnitedStates.Female_Total_Population.missing|Colquitt_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Colquitt_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7054.0|0|22585.0|0|23007.0|0|11917.0|0
