|dates|Mifflin_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Mifflin_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Mifflin_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Mifflin_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Mifflin_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Mifflin_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Mifflin_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Mifflin_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-02|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-03|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-04|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-05|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-06|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-07|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-08|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-09|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-10|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-11|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-12|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-13|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-14|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-15|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-16|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-17|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-18|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-19|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-20|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-21|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-22|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-23|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-24|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-25|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-26|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-27|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-28|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-29|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
0|2020-01-30|19935.5|0|1199.0|0|5.673188388653624|0|21134.5|0
