|dates|Frederick_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Frederick_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Frederick_Maryland_UnitedStates.Male_Total_Population.data|Frederick_Maryland_UnitedStates.Male_Total_Population.missing|Frederick_Maryland_UnitedStates.Female_Total_Population.data|Frederick_Maryland_UnitedStates.Female_Total_Population.missing|Frederick_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Frederick_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36972.0|0|126126.0|0|129522.0|0|59180.0|0
