|dates|Clark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Ohio_UnitedStates.Male_Total_Population.data|Clark_Ohio_UnitedStates.Male_Total_Population.missing|Clark_Ohio_UnitedStates.Female_Total_Population.data|Clark_Ohio_UnitedStates.Female_Total_Population.missing|Clark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26122.0|0|65152.0|0|69433.0|0|30121.0|0
