|dates|McKinley_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McKinley_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McKinley_NewMexico_UnitedStates.Male_Total_Population.data|McKinley_NewMexico_UnitedStates.Male_Total_Population.missing|McKinley_NewMexico_UnitedStates.Female_Total_Population.data|McKinley_NewMexico_UnitedStates.Female_Total_Population.missing|McKinley_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|McKinley_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8969.0|0|34976.0|0|37314.0|0|20771.0|0
