|dates|Somerset_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_NewJersey_UnitedStates.Male_Total_Population.data|Somerset_NewJersey_UnitedStates.Male_Total_Population.missing|Somerset_NewJersey_UnitedStates.Female_Total_Population.data|Somerset_NewJersey_UnitedStates.Female_Total_Population.missing|Somerset_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51618.0|0|161879.0|0|169285.0|0|72515.0|0
