|dates|Putnam_Missouri_UnitedStates.JHU_ConfirmedCases.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Putnam_Missouri_UnitedStates.NYT_ConfirmedCases.data|Putnam_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Putnam_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|545.0|0|0.0|100|6.0|0|0.0|100
