|dates|Pope_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pope_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pope_Arkansas_UnitedStates.Male_Total_Population.data|Pope_Arkansas_UnitedStates.Male_Total_Population.missing|Pope_Arkansas_UnitedStates.Female_Total_Population.data|Pope_Arkansas_UnitedStates.Female_Total_Population.missing|Pope_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pope_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10081.0|0|31721.0|0|32279.0|0|14509.0|0
