|dates|Moffat_Colorado_UnitedStates.BLS_EmployedPopulation.data|Moffat_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Moffat_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Moffat_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Moffat_Colorado_UnitedStates.BLS_UnemploymentRate.data|Moffat_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Moffat_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Moffat_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-02|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-03|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-04|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-05|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-06|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-07|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-08|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-09|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-10|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-11|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-12|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-13|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-14|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-15|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-16|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-17|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-18|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-19|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-20|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-21|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-22|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-23|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-24|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-25|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-26|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-27|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-28|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-29|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-30|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-01-31|7078.5|0|297.0|0|4.026845637583893|0|7375.5|0
0|2020-02-01|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-02|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-03|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-04|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-05|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-06|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-07|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-08|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-09|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-10|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-11|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-12|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-13|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-14|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-15|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-16|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-17|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-18|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-19|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-20|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-21|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-22|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-23|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-24|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-25|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-26|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-27|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-28|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-02-29|7030.0|0|310.0|0|4.223433242506812|0|7340.0|0
0|2020-03-01|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-02|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-03|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-04|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-05|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-06|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-07|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-08|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-09|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-10|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-11|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-12|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-13|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-14|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
0|2020-03-15|6621.5|0|554.0|0|7.720716326388405|0|7175.5|0
