|dates|Duplin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Duplin_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Duplin_NorthCarolina_UnitedStates.Male_Total_Population.data|Duplin_NorthCarolina_UnitedStates.Male_Total_Population.missing|Duplin_NorthCarolina_UnitedStates.Female_Total_Population.data|Duplin_NorthCarolina_UnitedStates.Female_Total_Population.missing|Duplin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Duplin_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11006.0|0|28664.0|0|30192.0|0|13962.0|0
