|dates|Henderson_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Henderson_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Henderson_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Henderson_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Henderson_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Henderson_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Henderson_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Henderson_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-02|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-03|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-04|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-05|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-06|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-07|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-08|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-09|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-10|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-11|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-12|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-13|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-14|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-15|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-16|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-17|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-18|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-19|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-20|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-21|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-22|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-23|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-24|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-25|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-26|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-27|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-28|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-29|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-30|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-01-31|11647.5|0|649.0|0|5.277924612694669|0|12296.5|0
0|2020-02-01|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-02|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-03|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-04|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-05|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-06|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-07|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-08|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-09|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-10|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-11|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-12|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-13|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-14|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-15|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-16|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-17|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-18|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-19|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-20|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-21|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-22|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-23|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-24|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-25|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-26|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-27|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-28|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-02-29|11689.5|0|635.5|0|5.1561866125760645|0|12325.0|0
0|2020-03-01|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-02|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-03|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-04|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-05|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-06|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-07|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-08|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-09|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-10|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-11|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-12|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-13|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-14|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
0|2020-03-15|11691.5|0|591.5|0|4.815598795082635|0|12283.0|0
