|dates|PresqueIsle_Michigan_UnitedStates.BLS_EmployedPopulation.data|PresqueIsle_Michigan_UnitedStates.BLS_EmployedPopulation.missing|PresqueIsle_Michigan_UnitedStates.BLS_UnemployedPopulation.data|PresqueIsle_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|PresqueIsle_Michigan_UnitedStates.BLS_UnemploymentRate.data|PresqueIsle_Michigan_UnitedStates.BLS_UnemploymentRate.missing|PresqueIsle_Michigan_UnitedStates.BLS_LaborForcePopulation.data|PresqueIsle_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-02|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-03|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-04|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-05|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-06|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-07|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-08|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-09|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-10|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-11|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-12|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-13|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-14|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-15|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-16|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-17|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-18|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-19|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-20|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-21|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-22|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-23|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-24|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-25|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-26|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-27|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-28|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-29|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-30|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-01-31|4356.5|0|538.0|0|10.991929717029318|0|4894.5|0
0|2020-02-01|4356.0|0|496.5|0|10.231839258114373|0|4852.5|0
0|2020-02-02|4356.0|0|496.5|0|10.231839258114373|0|4852.5|0
0|2020-02-03|4356.0|0|496.5|0|10.231839258114373|0|4852.5|0
0|2020-02-04|4356.0|0|496.5|0|10.231839258114373|0|4852.5|0
0|2020-02-05|4356.0|0|496.5|0|10.231839258114373|0|4852.5|0
