|dates|Clearwater_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clearwater_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clearwater_Idaho_UnitedStates.Male_Total_Population.data|Clearwater_Idaho_UnitedStates.Male_Total_Population.missing|Clearwater_Idaho_UnitedStates.Female_Total_Population.data|Clearwater_Idaho_UnitedStates.Female_Total_Population.missing|Clearwater_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Clearwater_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2389.0|0|4818.0|0|3940.0|0|1457.0|0
