|dates|Cherokee_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Iowa_UnitedStates.Male_Total_Population.data|Cherokee_Iowa_UnitedStates.Male_Total_Population.missing|Cherokee_Iowa_UnitedStates.Female_Total_Population.data|Cherokee_Iowa_UnitedStates.Female_Total_Population.missing|Cherokee_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2721.0|0|5692.0|0|5629.0|0|2468.0|0
