|dates|LaPlata_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaPlata_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaPlata_Colorado_UnitedStates.Male_Total_Population.data|LaPlata_Colorado_UnitedStates.Male_Total_Population.missing|LaPlata_Colorado_UnitedStates.Female_Total_Population.data|LaPlata_Colorado_UnitedStates.Female_Total_Population.missing|LaPlata_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|LaPlata_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9668.0|0|28411.0|0|27899.0|0|10684.0|0
