|dates|Rock_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rock_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rock_Minnesota_UnitedStates.Male_Total_Population.data|Rock_Minnesota_UnitedStates.Male_Total_Population.missing|Rock_Minnesota_UnitedStates.Female_Total_Population.data|Rock_Minnesota_UnitedStates.Female_Total_Population.missing|Rock_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Rock_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1867.0|0|4636.0|0|4778.0|0|2408.0|0
