|dates|Coffee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coffee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coffee_Georgia_UnitedStates.Male_Total_Population.data|Coffee_Georgia_UnitedStates.Male_Total_Population.missing|Coffee_Georgia_UnitedStates.Female_Total_Population.data|Coffee_Georgia_UnitedStates.Female_Total_Population.missing|Coffee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Coffee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5930.0|0|22140.0|0|20953.0|0|10534.0|0
