|dates|Emmet_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Emmet_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Emmet_Michigan_UnitedStates.Male_Total_Population.data|Emmet_Michigan_UnitedStates.Male_Total_Population.missing|Emmet_Michigan_UnitedStates.Female_Total_Population.data|Emmet_Michigan_UnitedStates.Female_Total_Population.missing|Emmet_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Emmet_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7505.0|0|16414.0|0|16894.0|0|6375.0|0
