|dates|St.Charles_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Charles_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Charles_Louisiana_UnitedStates.Male_Total_Population.data|St.Charles_Louisiana_UnitedStates.Male_Total_Population.missing|St.Charles_Louisiana_UnitedStates.Female_Total_Population.data|St.Charles_Louisiana_UnitedStates.Female_Total_Population.missing|St.Charles_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Charles_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7174.0|0|25940.0|0|26939.0|0|12922.0|0
