|dates|Tolland_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tolland_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tolland_Connecticut_UnitedStates.Male_Total_Population.data|Tolland_Connecticut_UnitedStates.Male_Total_Population.missing|Tolland_Connecticut_UnitedStates.Female_Total_Population.data|Tolland_Connecticut_UnitedStates.Female_Total_Population.missing|Tolland_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Tolland_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23845.0|0|75598.0|0|75323.0|0|26160.0|0
