|dates|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedCases.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|OutofKY_Kentucky_UnitedStates.NYT_ConfirmedCases.data|OutofKY_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|OutofKY_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
