|dates|Lee_Illinois_UnitedStates.BLS_EmployedPopulation.data|Lee_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Lee_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Lee_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Lee_Illinois_UnitedStates.BLS_UnemploymentRate.data|Lee_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Lee_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Lee_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|15992.0|0|681.0|0|4.084447909794278|0|16673.0|0
