|dates|Jackson_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Oregon_UnitedStates.Male_Total_Population.data|Jackson_Oregon_UnitedStates.Male_Total_Population.missing|Jackson_Oregon_UnitedStates.Female_Total_Population.data|Jackson_Oregon_UnitedStates.Female_Total_Population.missing|Jackson_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48236.0|0|107102.0|0|112462.0|0|45245.0|0
