|dates|Cass_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Texas_UnitedStates.Male_Total_Population.data|Cass_Texas_UnitedStates.Male_Total_Population.missing|Cass_Texas_UnitedStates.Female_Total_Population.data|Cass_Texas_UnitedStates.Female_Total_Population.missing|Cass_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6660.0|0|14581.0|0|15538.0|0|6802.0|0
