|dates|Hamilton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_NewYork_UnitedStates.Male_Total_Population.data|Hamilton_NewYork_UnitedStates.Male_Total_Population.missing|Hamilton_NewYork_UnitedStates.Female_Total_Population.data|Hamilton_NewYork_UnitedStates.Female_Total_Population.missing|Hamilton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1386.0|0|2222.0|0|2212.0|0|573.0|0
