|dates|Butler_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Missouri_UnitedStates.Male_Total_Population.data|Butler_Missouri_UnitedStates.Male_Total_Population.missing|Butler_Missouri_UnitedStates.Female_Total_Population.data|Butler_Missouri_UnitedStates.Female_Total_Population.missing|Butler_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8021.0|0|20715.0|0|21924.0|0|10012.0|0
