|dates|Lincoln_Montana_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Montana_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Montana_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Montana_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Montana_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Montana_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-02|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-03|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-04|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-05|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-06|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-07|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-08|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-09|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-10|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-11|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-12|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-13|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-14|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-15|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-16|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-17|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-18|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-19|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-20|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-21|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-22|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-23|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-24|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-25|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-26|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-27|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-28|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
0|2020-01-29|7225.5|0|863.0|0|10.66946899919639|0|8088.5|0
