|dates|Rutherford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rutherford_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rutherford_NorthCarolina_UnitedStates.Male_Total_Population.data|Rutherford_NorthCarolina_UnitedStates.Male_Total_Population.missing|Rutherford_NorthCarolina_UnitedStates.Female_Total_Population.data|Rutherford_NorthCarolina_UnitedStates.Female_Total_Population.missing|Rutherford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Rutherford_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14421.0|0|32232.0|0|34594.0|0|13786.0|0
