|dates|Mercer_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Mercer_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Mercer_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Mercer_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Mercer_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Mercer_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Mercer_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Mercer_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-02|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-03|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-04|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-05|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-06|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-07|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-08|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-09|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-10|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-11|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-12|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-13|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-14|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-15|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-16|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-17|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-18|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-19|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-20|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-21|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-22|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-23|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-24|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-25|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-26|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-27|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-28|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-29|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-30|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-01-31|9428.0|0|507.5|0|5.1079462533340045|0|9935.5|0
0|2020-02-01|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-02|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-03|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-04|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-05|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-06|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-07|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-08|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-09|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-10|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-11|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-12|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-13|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-14|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-15|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-16|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-17|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-18|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-19|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-20|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-21|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-22|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-23|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-24|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-25|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-26|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-27|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-28|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-02-29|9530.0|0|482.0|0|4.814222932481023|0|10012.0|0
0|2020-03-01|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-02|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-03|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-04|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-05|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-06|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-07|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-08|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-09|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-10|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-11|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-12|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-13|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-14|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-15|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-16|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-17|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-18|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-19|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-20|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-21|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-22|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-23|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-24|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-25|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-26|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-27|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-28|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-29|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-30|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-03-31|9541.5|0|544.5|0|5.398572278405711|0|10086.0|0
0|2020-04-01|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-02|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-03|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-04|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-05|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-06|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-07|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-08|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-09|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-10|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-11|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-12|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-13|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-14|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-15|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-16|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-17|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-18|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-19|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-20|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-21|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-22|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-23|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-24|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-25|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-26|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-27|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
0|2020-04-28|8104.0|0|2070.5|0|20.349894343702392|0|10174.5|0
