|dates|Ness_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ness_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ness_Kansas_UnitedStates.Male_Total_Population.data|Ness_Kansas_UnitedStates.Male_Total_Population.missing|Ness_Kansas_UnitedStates.Female_Total_Population.data|Ness_Kansas_UnitedStates.Female_Total_Population.missing|Ness_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ness_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|735.0|0|1401.0|0|1439.0|0|619.0|0
