|dates|Socorro_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Socorro_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Socorro_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Socorro_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Socorro_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Socorro_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Socorro_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Socorro_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-02|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-03|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-04|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-05|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-06|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-07|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-08|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-09|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-10|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-11|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-12|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-13|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-14|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-15|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-16|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-17|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-18|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-19|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-20|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-21|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-22|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-23|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-24|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-25|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-26|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-27|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-28|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-29|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-30|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-01-31|5968.0|0|374.0|0|5.897193314411857|0|6342.0|0
0|2020-02-01|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-02|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-03|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-04|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-05|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-06|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-07|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-08|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-09|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-10|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-11|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-12|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-13|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-14|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-15|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-16|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-17|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-18|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-19|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-20|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-21|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-22|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-23|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-24|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-25|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-26|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-27|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-28|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-02-29|5997.0|0|345.0|0|5.4399243140964995|0|6342.0|0
0|2020-03-01|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-02|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-03|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-04|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-05|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-06|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-07|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-08|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-09|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-10|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-11|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-12|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-13|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-14|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-15|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-16|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-17|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-18|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-19|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-20|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-21|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-22|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-23|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-24|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-25|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-26|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-27|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-28|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-29|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-30|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
0|2020-03-31|5955.5|0|395.0|0|6.21998267852925|0|6350.5|0
