|dates|Will_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Will_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Will_Illinois_UnitedStates.Male_Total_Population.data|Will_Illinois_UnitedStates.Male_Total_Population.missing|Will_Illinois_UnitedStates.Female_Total_Population.data|Will_Illinois_UnitedStates.Female_Total_Population.missing|Will_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Will_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|90406.0|0|343551.0|0|348759.0|0|172143.0|0
