|dates|Blount_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Blount_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Blount_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Blount_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Blount_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Blount_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Blount_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Blount_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-02|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-03|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-04|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-05|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-06|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-07|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-08|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-09|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-10|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-11|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-12|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-13|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-14|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-15|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-16|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-17|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-18|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-19|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-20|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-21|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-22|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-23|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-24|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-25|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-26|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-27|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-28|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-29|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-30|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-01-31|61638.0|0|2464.5|0|3.8446238446238445|0|64102.5|0
0|2020-02-01|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-02|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-03|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-04|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-05|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-06|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-07|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-08|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-09|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-10|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-11|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-12|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-13|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-14|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-15|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-16|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-17|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-18|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-19|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-20|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-21|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-22|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-23|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-24|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-25|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-26|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-27|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-28|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-02-29|62078.5|0|2430.0|0|3.7669454412984336|0|64508.5|0
0|2020-03-01|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-02|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-03|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-04|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-05|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-06|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-07|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-08|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-09|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-10|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-11|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-12|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-13|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-14|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-15|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-16|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-17|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-18|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-19|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-20|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-21|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
0|2020-03-22|61992.0|0|2286.0|0|3.5564267712125455|0|64278.0|0
