|dates|Liberty_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Liberty_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Liberty_Florida_UnitedStates.Male_Total_Population.data|Liberty_Florida_UnitedStates.Male_Total_Population.missing|Liberty_Florida_UnitedStates.Female_Total_Population.data|Liberty_Florida_UnitedStates.Female_Total_Population.missing|Liberty_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Liberty_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1229.0|0|5215.0|0|3242.0|0|1512.0|0
