|dates|Aroostook_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Aroostook_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Aroostook_Maine_UnitedStates.Male_Total_Population.data|Aroostook_Maine_UnitedStates.Male_Total_Population.missing|Aroostook_Maine_UnitedStates.Female_Total_Population.data|Aroostook_Maine_UnitedStates.Female_Total_Population.missing|Aroostook_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Aroostook_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16196.0|0|33186.0|0|33925.0|0|12226.0|0
