|dates|Boone_Indiana_UnitedStates.AverageDailyTemperature.data|Boone_Indiana_UnitedStates.AverageDailyTemperature.missing|Boone_Indiana_UnitedStates.AverageDewPoint.data|Boone_Indiana_UnitedStates.AverageDewPoint.missing|Boone_Indiana_UnitedStates.AverageRelativeHumidity.data|Boone_Indiana_UnitedStates.AverageRelativeHumidity.missing|Boone_Indiana_UnitedStates.AverageSurfaceAirPressure.data|Boone_Indiana_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|35.125|0|28.666666666666668|0|79.65625|0|28.8594791666667|0
0|2020-01-02|43.53125|0|35.453125|0|74.58333333333333|0|28.723906249999995|0
0|2020-01-03|41.739583333333336|0|41.739583333333336|0|100.0|0|28.79041666666666|0
0|2020-01-04|32.395833333333336|0|31.854166666666668|0|98.01041666666667|0|28.97666666666667|0
0|2020-01-05|33.270833333333336|0|28.572916666666668|0|84.625|0|29.093333333333362|0
0|2020-01-06|31.583333333333332|0|27.364583333333332|0|85.875|0|29.159895833333355|0
0|2020-01-07|32.458333333333336|0|26.989583333333332|0|82.76041666666667|0|29.04145833333332|0
0|2020-01-08|26.322916666666668|0|17.833333333333332|0|71.22916666666667|0|29.309895833333343|0
0|2020-01-09|37.375|0|25.8125|0|66.33333333333333|0|29.22885416666665|0
0|2020-01-10|49.65625|0|49.65625|0|100.0|0|29.10333333333334|0
0|2020-01-11|48.041666666666664|0|48.041666666666664|0|100.0|0|28.739375000000013|0
0|2020-01-12|32.260416666666664|0|32.260416666666664|0|99.97916666666667|0|29.222916666666666|0
0|2020-01-13|35.010416666666664|0|34.333333333333336|0|97.53125|0|29.29156249999998|0
0|2020-01-14|35.302083333333336|0|35.239583333333336|0|99.8125|0|29.157291666666676|0
0|2020-01-15|35.854166666666664|0|35.854166666666664|0|100.0|0|29.099687499999984|0
0|2020-01-16|27.104166666666668|0|23.947916666666668|0|88.53125|0|29.534583333333313|0
0|2020-01-17|23.979166666666668|0|18.90625|0|81.625|0|29.595104166666676|0
0|2020-01-18|31.28125|0|30.375|0|96.63541666666667|0|28.94927083333332|0
0|2020-01-19|9.760416666666666|0|6.09375|0|84.875|0|29.278645833333314|0
0|2020-01-20|17.270833333333332|0|15.635416666666666|0|93.67708333333333|0|29.537187500000005|0
0|2020-01-21|23.90625|0|21.010416666666668|0|90.02083333333333|0|29.553124999999977|0
0|2020-01-22|25.1875|0|19.364583333333332|0|80.3125|0|29.310520833333303|0
0|2020-01-23|34.572916666666664|0|24.270833333333332|0|67.59375|0|29.106354166666666|0
0|2020-01-24|36.729166666666664|0|36.729166666666664|0|100.0|0|28.872500000000006|0
0|2020-01-25|30.90625|0|30.90625|0|100.0|0|28.92489583333331|0
0|2020-01-26|30.510416666666668|0|30.375|0|99.52083333333333|0|28.95937499999999|0
0|2020-01-27|28.864583333333332|0|28.864583333333332|0|100.0|0|28.967291666666682|0
0|2020-01-28|29.583333333333332|0|29.583333333333332|0|99.97916666666667|0|29.09104166666664|0
0|2020-01-29|30.09375|0|28.979166666666668|0|95.60416666666667|0|29.153541666666673|0
0|2020-01-30|30.333333333333332|0|29.489583333333332|0|96.86458333333333|0|29.19645833333332|0
0|2020-01-31|32.614583333333336|0|31.84375|0|97.34375|0|29.154479166666672|0
0|2020-02-01|33.447916666666664|0|33.395833333333336|0|99.73958333333333|0|28.96927083333335|0
0|2020-02-02|43.734375|0|36.598958333333336|0|78.34375|0|28.721145833333377|0
0|2020-02-03|47.104166666666664|0|38.666666666666664|0|76.3125|0|28.76479166666665|0
0|2020-02-04|41.427083333333336|0|40.40625|0|96.34375|0|28.878958333333344|0
0|2020-02-05|29.822916666666668|0|29.09375|0|97.44791666666667|0|28.9509375|0
0|2020-02-06|25.114583333333332|0|25.114583333333332|0|100.0|0|28.595937500000005|0
0|2020-02-07|25.510416666666668|0|24.770833333333332|0|97.32291666666667|0|28.75114583333331|0
0|2020-02-08|28.260416666666668|0|28.260416666666668|0|100.0|0|29.125729166666662|0
0|2020-02-09|27.979166666666668|0|27.666666666666668|0|98.73958333333333|0|29.17385416666663|0
0|2020-02-10|33.177083333333336|0|32.96875|0|99.41666666666667|0|29.07874999999999|0
0|2020-02-11|30.96875|0|29.666666666666668|0|95.16666666666667|0|29.141666666666666|0
0|2020-02-12|29.479166666666668|0|28.84375|0|97.82291666666667|0|29.01885416666668|0
0|2020-02-13|22.583333333333332|0|22.03125|0|97.52083333333333|0|29.028645833333353|0
0|2020-02-14|3.1770833333333335|0|-1.5364583333333333|0|82.04166666666667|0|29.51348958333334|0
0|2020-02-15|23.489583333333332|0|15.541666666666666|0|74.52083333333333|0|29.254999999999992|0
0|2020-02-16|33.135416666666664|0|29.78125|0|88.17708333333333|0|29.123749999999987|0
0|2020-02-17|34.5625|0|33.125|0|94.79166666666667|0|29.043645833333304|0
0|2020-02-18|36.604166666666664|0|36.09375|0|98.20833333333333|0|29.10614583333336|0
0|2020-02-19|28.03125|0|24.947916666666668|0|88.75|0|29.49208333333335|0
0|2020-02-20|22.677083333333332|0|15.390625|0|73.58854166666667|0|29.579427083333286|0
0|2020-02-21|22.1875|0|11.114583333333334|0|66.60416666666667|0|29.564895833333324|0
0|2020-02-22|32.395833333333336|0|17.104166666666668|0|55.208333333333336|0|29.31385416666664|0
0|2020-02-23|40.28125|0|27.322916666666668|0|60.479166666666664|0|29.075416666666687|0
0|2020-02-24|38.822916666666664|0|38.354166666666664|0|98.3125|0|28.880208333333382|0
0|2020-02-25|35.666666666666664|0|35.666666666666664|0|100.0|0|28.819270833333306|0
0|2020-02-26|28.458333333333332|0|28.21875|0|99.05208333333333|0|28.958854166666686|0
0|2020-02-27|25.96875|0|20.822916666666668|0|81.625|0|29.075833333333318|0
0|2020-02-28|22.239583333333332|0|20.479166666666668|0|93.07291666666667|0|29.055104166666663|0
0|2020-02-29|22.145833333333332|0|14.46875|0|74.66666666666667|0|29.20072916666665|0
