|dates|Kittitas_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kittitas_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kittitas_Washington_UnitedStates.Male_Total_Population.data|Kittitas_Washington_UnitedStates.Male_Total_Population.missing|Kittitas_Washington_UnitedStates.Female_Total_Population.data|Kittitas_Washington_UnitedStates.Female_Total_Population.missing|Kittitas_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Kittitas_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7592.0|0|23889.0|0|23475.0|0|8096.0|0
