|dates|Powell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Powell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Powell_Kentucky_UnitedStates.Male_Total_Population.data|Powell_Kentucky_UnitedStates.Male_Total_Population.missing|Powell_Kentucky_UnitedStates.Female_Total_Population.data|Powell_Kentucky_UnitedStates.Female_Total_Population.missing|Powell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Powell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1975.0|0|6177.0|0|6265.0|0|3000.0|0
