|dates|Knox_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Indiana_UnitedStates.Male_Total_Population.data|Knox_Indiana_UnitedStates.Male_Total_Population.missing|Knox_Indiana_UnitedStates.Female_Total_Population.data|Knox_Indiana_UnitedStates.Female_Total_Population.missing|Knox_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6582.0|0|18682.0|0|18213.0|0|7921.0|0
