|dates|Henry_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Georgia_UnitedStates.Male_Total_Population.data|Henry_Georgia_UnitedStates.Male_Total_Population.missing|Henry_Georgia_UnitedStates.Female_Total_Population.data|Henry_Georgia_UnitedStates.Female_Total_Population.missing|Henry_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26816.0|0|109748.0|0|120472.0|0|58952.0|0
