|dates|Tillman_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tillman_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tillman_Oklahoma_UnitedStates.Male_Total_Population.data|Tillman_Oklahoma_UnitedStates.Male_Total_Population.missing|Tillman_Oklahoma_UnitedStates.Female_Total_Population.data|Tillman_Oklahoma_UnitedStates.Female_Total_Population.missing|Tillman_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Tillman_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1469.0|0|3706.0|0|3642.0|0|1700.0|0
