|dates|Greene_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Indiana_UnitedStates.Male_Total_Population.data|Greene_Indiana_UnitedStates.Male_Total_Population.missing|Greene_Indiana_UnitedStates.Female_Total_Population.data|Greene_Indiana_UnitedStates.Female_Total_Population.missing|Greene_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6248.0|0|16020.0|0|15986.0|0|7019.0|0
