|dates|Hubbard_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hubbard_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hubbard_Minnesota_UnitedStates.Male_Total_Population.data|Hubbard_Minnesota_UnitedStates.Male_Total_Population.missing|Hubbard_Minnesota_UnitedStates.Female_Total_Population.data|Hubbard_Minnesota_UnitedStates.Female_Total_Population.missing|Hubbard_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Hubbard_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5343.0|0|10829.0|0|10503.0|0|4513.0|0
